	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
RhASF-10_1_898	RhASF-10	1	898	947813	949096	-1	C	K03743	nicotinamide-nucleotide amidase [EC:3.5.1.42]								Competence-damaged protein [PF02464.22]; Probable molybdopterin binding domain [PF00994.29]					0
RhASF-10_1_899	RhASF-10	1	899	949263	950522	1	C	K07493	putative transposase								Transposase, Mutator family [PF00872.23]; MULE transposase domain [PF10551.14]					0
RhASF-10_1_900	RhASF-10	1	900	950670	951077	1	D										DoxX-like family [PF13564.11]					0
RhASF-10_1_901	RhASF-10	1	901	951330	952007	-1	E															0
RhASF-10_1_902	RhASF-10	1	902	952111	953325	1	E															0
RhASF-10_1_903	RhASF-10	1	903	953381	954124	-1	E															0
RhASF-10_1_904	RhASF-10	1	904	954152	954307	-1	E															0
RhASF-10_1_905	RhASF-10	1	905	954590	955249	1	D										Transcriptional regulatory protein, C terminal [PF00486.33]; Response regulator receiver domain [PF00072.29]					0
RhASF-10_1_906	RhASF-10	1	906	955251	956651	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.31]; His Kinase A (phospho-acceptor) domain [PF00512.30]					0
RhASF-10_1_907	RhASF-10	1	907	956776	958140	1	C	K03761	MFS transporter, MHS family, alpha-ketoglutarate permease								Sugar (and other) transporter [PF00083.29]; Major Facilitator Superfamily [PF07690.21]					0
RhASF-10_1_908	RhASF-10	1	908	958166	959104	1	C	K07080	uncharacterized protein								NMT1-like family [PF16868.10]; NMT1/THI5 like [PF09084.16]; NMT1-like family [PF13379.11]					0
RhASF-10_1_909	RhASF-10	1	909	959127	960611	-1	C	K01804	L-arabinose isomerase [EC:5.3.1.4]								L-arabinose isomerase [PF02610.20]; L-arabinose isomerase C-terminal domain [PF11762.13]					0
RhASF-10_1_910	RhASF-10	1	910	960649	961326	-1	C	K03077	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]								Class II Aldolase and Adducin N-terminal domain [PF00596.26]					0
RhASF-10_1_911	RhASF-10	1	911	961323	962996	-1	C	K00853	L-ribulokinase [EC:2.7.1.16]								FGGY family of carbohydrate kinases, N-terminal domain [PF00370.26]; FGGY family of carbohydrate kinases, C-terminal domain [PF02782.21]					0
RhASF-10_1_912	RhASF-10	1	912	963252	964469	1	C	K00148	glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]								Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF00107.31]					0
RhASF-10_1_913	RhASF-10	1	913	964496	964699	1	D										zinc-ribbon family [PF17032.10]					1
RhASF-10_1_914	RhASF-10	1	914	964760	965917	-1	D										Beta-ketoacyl synthase, N-terminal domain [PF00109.31]; Beta-ketoacyl synthase, C-terminal domain [PF02801.27]					0
RhASF-10_1_915	RhASF-10	1	915	966109	967716	1	D										Diguanylate cyclase, GGDEF domain [PF00990.26]; PAS fold [PF00989.30]					0
RhASF-10_1_916	RhASF-10	1	916	967791	968762	1	D										Glycosyl hydrolases family 32 N-terminal domain [PF00251.25]; Glycosyl hydrolases family 43 [PF04616.19]	GH43_18; GH43_23	GH43 beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55); xylanase (EC 3.2.1.8); alpha-1,2-L-arabinofuranosidase (EC 3.2.1.-); exo-alpha-1,5-L-arabinofuranosidase (EC 3.2.1.-); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); beta-1,3-xylosidase (EC 3.2.1.72); [inverting] exo-alpha-1,5-L-arabinanase (EC 3.2.1.-); [inverting] endo-alpha-1,5-L-arabinanase (EC 3.2.1.99); exo-beta-1,3-galactanase (EC 3.2.1.145); beta-D-galactofuranosidase (EC 3.2.1.146)	3.2.1.55	GH43_23.hmm	0
RhASF-10_1_917	RhASF-10	1	917	968776	969801	-1	D										Phosphotransferase enzyme family [PF01636.28]					0
RhASF-10_1_918	RhASF-10	1	918	969798	971009	-1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]					0
RhASF-10_1_919	RhASF-10	1	919	971101	971808	-1	C	K22108	TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator								Tetracyclin repressor-like, C-terminal domain [PF17932.6]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_920	RhASF-10	1	920	971872	973509	1	D										AMP-binding enzyme [PF00501.33]; AMP-binding enzyme C-terminal domain [PF13193.11]					0
RhASF-10_1_921	RhASF-10	1	921	973506	974798	1	C	K03761	MFS transporter, MHS family, alpha-ketoglutarate permease								Sugar (and other) transporter [PF00083.29]; Major Facilitator Superfamily [PF07690.21]					0
RhASF-10_1_922	RhASF-10	1	922	974853	975641	1	C	K04750	PhnB protein								MerR HTH family regulatory protein [PF13411.11]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.30]; MerR family regulatory protein [PF00376.28]; Glyoxalase-like domain [PF12681.12]; Glyoxalase-like domain [PF18029.6]					0
RhASF-10_1_923	RhASF-10	1	923	975642	976208	-1	E															0
RhASF-10_1_924	RhASF-10	1	924	976277	976654	1	E															0
RhASF-10_1_925	RhASF-10	1	925	976765	977589	1	D										Dienelactone hydrolase family [PF01738.23]					0
RhASF-10_1_926	RhASF-10	1	926	977631	977996	-1	D										Domain of unknown function (DUF1330) [PF07045.16]					0
RhASF-10_1_927	RhASF-10	1	927	978156	979055	1	D										3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.23]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.27]; UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain [PF03721.19]					0
RhASF-10_1_928	RhASF-10	1	928	979154	980356	-1	D										PucR C-terminal helix-turn-helix domain [PF13556.11]					0
RhASF-10_1_929	RhASF-10	1	929	980455	982119	1	C	K07077	uncharacterized protein								FAD binding domain [PF00890.29]; FAD dependent oxidoreductase [PF12831.12]; FAD dependent oxidoreductase [PF01266.29]; Lycopene cyclase protein [PF05834.17]; NAD(P)-binding Rossmann-like domain [PF13450.11]; Thi4 family [PF01946.22]; HI0933-like protein Rossmann domain [PF03486.19]; FAD binding domain [PF01494.24]					0
RhASF-10_1_930	RhASF-10	1	930	982116	983051	1	D										Beta-lactamase superfamily domain [PF13483.11]					0
RhASF-10_1_931	RhASF-10	1	931	983060	983821	-1	D			MER0041277	S33	MER0041277 - family S33 unassigned peptidases (Nocardia farcinica) [S33.UPW]#S33#{peptidase unit: 1-258}~source YP_118971-1~	False	0.532	248.0	1.0580000000000001e-72	Alpha/beta hydrolase family [PF12697.12]; Serine aminopeptidase, S33 [PF12146.13]					0
RhASF-10_1_932	RhASF-10	1	932	983818	985230	-1	E															0
RhASF-10_1_933	RhASF-10	1	933	985611	985889	-1	E															0
RhASF-10_1_934	RhASF-10	1	934	986268	987458	1	E															0
RhASF-10_1_935	RhASF-10	1	935	987485	988765	-1	C	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]								Stage II sporulation protein E (SpoIIE) [PF07228.17]					0
RhASF-10_1_936	RhASF-10	1	936	988781	989179	-1	C	K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]								Histidine kinase-like ATPase domain [PF13581.11]					0
RhASF-10_1_937	RhASF-10	1	937	989259	989648	-1	C	K04749	anti-sigma B factor antagonist								STAS domain [PF13466.11]					0
RhASF-10_1_938	RhASF-10	1	938	989680	990036	-1	E															0
RhASF-10_1_939	RhASF-10	1	939	990194	991786	-1	D										Flavin containing amine oxidoreductase [PF01593.29]; NAD(P)-binding Rossmann-like domain [PF13450.11]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11]; FAD binding domain [PF00890.29]					0
RhASF-10_1_940	RhASF-10	1	940	991783	993063	-1	D										Amino acid permease [PF13520.11]; Amino acid permease [PF00324.26]					0
RhASF-10_1_941	RhASF-10	1	941	993099	993536	-1	E															0
RhASF-10_1_942	RhASF-10	1	942	993747	994538	1	D										Phosphomethylpyrimidine kinase [PF08543.17]; pfkB family carbohydrate kinase [PF00294.29]					0
RhASF-10_1_943	RhASF-10	1	943	994642	994947	1	E															0
RhASF-10_1_944	RhASF-10	1	944	994944	996464	1	C	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]								Mur ligase middle domain [PF08245.17]; Mur ligase, glutamate ligase domain [PF02875.26]; Mur ligase family, catalytic domain [PF01225.30]					0
RhASF-10_1_945	RhASF-10	1	945	996461	996688	-1	E															0
RhASF-10_1_946	RhASF-10	1	946	996717	996977	-1	C	K08992	lipopolysaccharide assembly protein A													0
RhASF-10_1_947	RhASF-10	1	947	997074	997244	-1	D										CsbD-like [PF05532.17]					0
RhASF-10_1_948	RhASF-10	1	948	997362	998168	-1	D										Transglutaminase-like superfamily [PF01841.24]					0
RhASF-10_1_949	RhASF-10	1	949	998252	999271	-1	D										Luciferase-like monooxygenase [PF00296.25]					0
RhASF-10_1_950	RhASF-10	1	950	999351	999989	-1	E															0
RhASF-10_1_951	RhASF-10	1	951	1000028	1001170	1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]; Acyl-CoA dehydrogenase, C-terminal domain [PF08028.16]					0
RhASF-10_1_952	RhASF-10	1	952	1001221	1002831	1	C	K27094	propionyl-CoA/long-chain acyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.3 6.4.1.- 2.1.3.15]								Carboxyl transferase domain [PF01039.27]; Acetyl co-enzyme A carboxylase carboxyltransferase-like [PF03255.19]					0
RhASF-10_1_953	RhASF-10	1	953	1002828	1003079	1	C	K27095	acyl-CoA carboxylase epsilon subunit								Acyl-CoA carboxylase epsilon subunit [PF13822.11]					0
RhASF-10_1_954	RhASF-10	1	954	1003094	1004890	1	C	K11263	acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.22]; Biotin carboxylase, N-terminal domain [PF00289.27]; Biotin carboxylase C-terminal domain [PF02785.24]; Biotin-requiring enzyme [PF00364.27]; ATP-grasp domain [PF02222.27]; ATP-grasp domain [PF02655.19]; RimK-like ATP-grasp domain [PF08443.16]; D-ala D-ala ligase C-terminus [PF07478.18]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.24]; ATP-grasp domain [PF13535.11]					0
RhASF-10_1_955	RhASF-10	1	955	1004901	1005365	1	D										Winged helix DNA-binding domain [PF13463.11]					0
RhASF-10_1_956	RhASF-10	1	956	1005564	1006043	1	C	K22297	Fur family transcriptional regulator, stress-responsive regulator								Ferric uptake regulator family [PF01475.24]					0
RhASF-10_1_957	RhASF-10	1	957	1006090	1008303	1	C	K03782	catalase-peroxidase [EC:1.11.1.21]								Peroxidase [PF00141.28]	AA2	AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-); cytochrome-c peroxidase (EC 1.11.1.5); ascorbate peroxidase (EC 1.11.1.11)	1.11.1.11,1.11.1.13,1.11.1.14,1.11.1.16,1.11.1.5,1.11.1.-	AA2.hmm	0
RhASF-10_1_958	RhASF-10	1	958	1008592	1009590	-1	D										Fumarylacetoacetate (FAA) hydrolase family [PF01557.23]					0
RhASF-10_1_959	RhASF-10	1	959	1009705	1010952	1	C	K01425	glutaminase [EC:3.5.1.2]								Glutaminase [PF04960.20]					0
RhASF-10_1_960	RhASF-10	1	960	1010908	1012107	-1	C	K17218	sulfide:quinone oxidoreductase [EC:1.8.5.4]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]					0
RhASF-10_1_961	RhASF-10	1	961	1012157	1012579	-1	E															0
RhASF-10_1_962	RhASF-10	1	962	1012783	1013469	1	D										Methyltransferase small domain [PF05175.19]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Conserved hypothetical protein 95 [PF03602.20]; S-adenosylmethionine-dependent methyltransferase [PF10672.14]; RMKL-like, methyltransferase domain [PF01170.23]; Methyltransferase domain [PF13847.11]; N-6 DNA Methylase [PF02384.21]; Met-10+ like-protein [PF02475.21]; 16S rRNA methyltransferase RsmB/F [PF01189.22]; Methyltransferase domain [PF13649.11]; RNA cap guanine-N2 methyltransferase [PF09445.15]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; ubiE/COQ5 methyltransferase family [PF01209.23]					0
RhASF-10_1_963	RhASF-10	1	963	1013453	1013680	1	D										Iron-binding zinc finger CDGSH type [PF09360.15]					0
RhASF-10_1_964	RhASF-10	1	964	1013662	1014705	-1	D										Iron-containing redox enzyme [PF14518.11]					0
RhASF-10_1_965	RhASF-10	1	965	1014794	1015975	1	D										Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF00107.31]					0
RhASF-10_1_966	RhASF-10	1	966	1016056	1017009	-1	E															0
RhASF-10_1_967	RhASF-10	1	967	1017223	1017615	1	C	K04063	lipoyl-dependent peroxiredoxin [EC:1.11.1.28]								OsmC-like protein [PF02566.24]					0
RhASF-10_1_968	RhASF-10	1	968	1017655	1018491	1	C	K07058	membrane protein								Virulence factor BrkB [PF03631.20]					0
RhASF-10_1_969	RhASF-10	1	969	1018439	1019152	-1	D										CDP-alcohol phosphatidyltransferase [PF01066.26]					0
RhASF-10_1_970	RhASF-10	1	970	1019274	1019507	-1	E															0
RhASF-10_1_971	RhASF-10	1	971	1019593	1021914	-1	D										Glycosyltransferase like family 2 [PF13641.11]; Glycosyltransferase like family 2 [PF10111.14]; Glycosyl transferase family 2 [PF00535.31]; N-terminal domain of galactosyltransferase [PF02709.19]					0
RhASF-10_1_972	RhASF-10	1	972	1021911	1022837	-1	D										Polysaccharide biosynthesis enzyme WcbI [PF18588.6]					0
RhASF-10_1_973	RhASF-10	1	973	1023006	1024091	1	E															0
RhASF-10_1_974	RhASF-10	1	974	1024088	1025197	1	D										Glycosyl transferases group 1 [PF13692.11]; Glycosyl transferases group 1 [PF00534.25]; Glycosyltransferase Family 4 [PF13439.11]; Family 4 Glycosyltransferase in conflict systems [PF20706.2]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	0
RhASF-10_1_975	RhASF-10	1	975	1025194	1026201	1	D										Glycosyltransferase family 28 C-terminal domain [PF04101.21]					0
RhASF-10_1_976	RhASF-10	1	976	1026198	1027016	1	D										Glycosyltransferase like family 2 [PF10111.14]; N-terminal domain of galactosyltransferase [PF02709.19]; Glycosyltransferase like family 2 [PF13641.11]; Glycosyl transferase family 2 [PF00535.31]					0
RhASF-10_1_977	RhASF-10	1	977	1027105	1028292	-1	C	K01046	triacylglycerol lipase [EC:3.1.1.3]	MER0230286	S33	MER0230286 - family S33 unassigned peptidases (Corynebacterium pseudotuberculosis) [S33.UPW]#S33#{peptidase unit: 45-129}~source YP_003782470~	False	0.393	68.0	1.14e-10	Lipase (class 2) [PF01674.23]; Palmitoyl protein thioesterase [PF02089.20]; Serine aminopeptidase, S33 [PF12146.13]; PGAP1-like protein [PF07819.18]					0
RhASF-10_1_978	RhASF-10	1	978	1028543	1029820	1	D										PucR C-terminal helix-turn-helix domain [PF13556.11]					0
RhASF-10_1_979	RhASF-10	1	979	1029817	1030545	1	D										EAL domain [PF00563.25]					0
RhASF-10_1_980	RhASF-10	1	980	1030628	1030825	-1	D										CsbD-like [PF05532.17]					0
RhASF-10_1_981	RhASF-10	1	981	1030948	1031409	1	E															0
RhASF-10_1_982	RhASF-10	1	982	1031477	1032025	-1	C	K04047	starvation-inducible DNA-binding protein													0
RhASF-10_1_983	RhASF-10	1	983	1032104	1033171	-1	D										Integral membrane protein TerC family [PF03741.21]					0
RhASF-10_1_984	RhASF-10	1	984	1033168	1033323	-1	E															0
RhASF-10_1_985	RhASF-10	1	985	1033525	1034739	-1	D										PucR C-terminal helix-turn-helix domain [PF13556.11]; GGDEF-like domain [PF17853.6]					0
RhASF-10_1_986	RhASF-10	1	986	1034851	1036458	1	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27]					0
RhASF-10_1_987	RhASF-10	1	987	1036506	1037456	1	D										Binding-prot-dependent transport system membrane comp, N-term [PF19300.4]					0
RhASF-10_1_988	RhASF-10	1	988	1037449	1038267	1	C	K02034	peptide/nickel transport system permease protein													0
RhASF-10_1_989	RhASF-10	1	989	1038264	1039175	1	D										ABC transporter [PF00005.32]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17]					0
RhASF-10_1_990	RhASF-10	1	990	1039172	1039807	1	D										ABC transporter [PF00005.32]					0
RhASF-10_1_991	RhASF-10	1	991	1039931	1041373	1	C	K03294	basic amino acid/polyamine antiporter, APA family								Amino acid permease [PF13520.11]; Amino acid permease [PF00324.26]; C-terminus of AA_permease [PF13906.11]					0
RhASF-10_1_992	RhASF-10	1	992	1041370	1042269	1	D										Universal stress protein family [PF00582.31]					0
RhASF-10_1_993	RhASF-10	1	993	1042274	1043233	-1	C	K25365	guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10]								Arginase family [PF00491.26]					0
RhASF-10_1_994	RhASF-10	1	994	1043345	1043983	1	D										Helix-turn-helix domain [PF12844.12]; Helix-turn-helix [PF01381.27]; Cupin domain [PF07883.16]					0
RhASF-10_1_995	RhASF-10	1	995	1043980	1044816	1	C	K01506	5-aminopentanamidase [EC:3.5.1.30]								Carbon-nitrogen hydrolase [PF00795.27]					0
RhASF-10_1_996	RhASF-10	1	996	1044813	1046498	1	C	K00468	lysine 2-monooxygenase [EC:1.13.12.2]								Flavin containing amine oxidoreductase [PF01593.29]; NAD(P)-binding Rossmann-like domain [PF13450.11]; Flavin-binding monooxygenase-like [PF00743.24]					0
RhASF-10_1_997	RhASF-10	1	997	1046414	1047199	-1	D										Protein of unknown function (DUF1275) [PF06912.16]					0
RhASF-10_1_998	RhASF-10	1	998	1047228	1048712	-1	C	K09684	PucR family transcriptional regulator, purine catabolism regulatory protein								Purine catabolism regulatory protein-like family [PF07905.16]; PucR C-terminal helix-turn-helix domain [PF13556.11]					0
RhASF-10_1_999	RhASF-10	1	999	1048856	1050220	1	C	K07250	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]								Aminotransferase class-III [PF00202.26]					0
RhASF-10_1_1000	RhASF-10	1	1000	1050222	1051673	1	C	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]								Aldehyde dehydrogenase family [PF00171.27]					0
