Protein	Annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Succinate_1 Spectral Count	Succinate_2 Spectral Count	Succinate_3 Spectral Count	PELW_1 Spectral Count	PELW_2 Spectral Count	PELW_3 Spectral Count	Succinate_1 Unique Spectral Count	Succinate_2 Unique Spectral Count	Succinate_3 Unique Spectral Count	PELW_1 Unique Spectral Count	PELW_2 Unique Spectral Count	PELW_3 Unique Spectral Count	Succinate_1 Total Spectral Count	Succinate_2 Total Spectral Count	Succinate_3 Total Spectral Count	PELW_1 Total Spectral Count	PELW_2 Total Spectral Count	PELW_3 Total Spectral Count	Succinate_1 Intensity	Succinate_2 Intensity	Succinate_3 Intensity	PELW_1 Intensity	PELW_2 Intensity	PELW_3 Intensity	Succinate_1 MaxLFQ Intensity	Succinate_2 MaxLFQ Intensity	Succinate_3 MaxLFQ Intensity	PELW_1 MaxLFQ Intensity	PELW_2 MaxLFQ Intensity	PELW_3 MaxLFQ Intensity	Indistinguishable Proteins
RhASF-10_1_1722	RhASF-10_1_1722 rank: C; lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28] (db=kegg)	RhASF-10_1_1722 rank: C; lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28] (db=kegg)		179			RhASF-10_1_1722 rank: C; lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28] (db=kegg)	1.0	0.999	7	96	96	96	18	11	16	17	17	17	18	11	16	17	17	17	18	11	16	17	17	17	517922.84	337181.66	507409.22	585122.4	450115.38	412357.94	198260.27	118569.086	172568.4	210047.75	154408.97	154938.06	
RhASF-10_1_1723	RhASF-10_1_1723 rank: C; lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28] (db=kegg)	RhASF-10_1_1723 rank: C; lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28] (db=kegg)		195			RhASF-10_1_1723 rank: C; lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28] (db=kegg)	1.0	0.999	13	275	275	275	75	73	69	18	17	23	75	73	69	18	17	23	75	73	69	18	17	23	4361988.0	4500878.5	4210146.5	456309.94	390638.72	477802.72	953627.6	936081.7	886770.2	102804.65	101647.875	113527.625	
RhASF-10_1_1724	RhASF-10_1_1724 rank: C; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator (db=kegg)	RhASF-10_1_1724 rank: C; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator (db=kegg)		320			RhASF-10_1_1724 rank: C; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator (db=kegg)	1.0	0.999	3	14	14	14	3	2	3	5	0	1	3	2	3	5	0	1	3	2	3	5	0	1	23159.377	23684.627	24094.367	23350.871	5221.3003	15174.943	11389.063	10758.31	11068.299	10340.455	0.0	7132.8916	
RhASF-10_1_1725	RhASF-10_1_1725 rank: D; Domain of unknown function (DUF3516) [PF12029.13]; DEAD/DEAH box helicase [PF00270.34]; Helicase conserved C-terminal domain [PF00271.36]; Type III restriction enzyme, res subunit [PF04851.20] (db=pfam)	RhASF-10_1_1725 rank: D; Domain of unknown function (DUF3516) [PF12029.13]; DEAD/DEAH box helicase [PF00270.34]; Helicase conserved C-terminal domain [PF00271.36]; Type III restriction enzyme, res subunit [PF04851.20] (db=pfam)		838			RhASF-10_1_1725 rank: D; Domain of unknown function (DUF3516) [PF12029.13]; DEAD/DEAH box helicase [PF00270.34]; Helicase conserved C-terminal domain [PF00271.36]; Type III restriction enzyme, res subunit [PF04851.20] (db=pfam)	1.0	0.999	21	224	224	224	39	43	39	48	22	33	39	43	39	48	22	33	39	43	39	48	22	33	840551.6	886220.8	857045.5	834813.06	704064.5	676874.0	162224.1	177118.19	174325.75	172263.25	148203.88	160998.23	
RhASF-10_1_1726	RhASF-10_1_1726 rank: D; alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase family [PF12697.12]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]; TAP-like protein [PF08386.15]; Chlorophyllase [PF07224.16]; Cutinase [PF12740.12]; Prolyl oligopeptidase family [PF00326.26] (db=pfam)	RhASF-10_1_1726 rank: D; alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase family [PF12697.12]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]; TAP-like protein [PF08386.15]; Chlorophyllase [PF07224.16]; Cutinase [PF12740.12]; Prolyl oligopeptidase family [PF00326.26] (db=pfam)		346			RhASF-10_1_1726 rank: D; alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase family [PF12697.12]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]; TAP-like protein [PF08386.15]; Chlorophyllase [PF07224.16]; Cutinase [PF12740.12]; Prolyl oligopeptidase family [PF00326.26] (db=pfam)	0.9998	0.999	2	9	9	9	1	1	3	3	1	0	1	1	3	3	1	0	1	1	3	3	1	0	27975.76	30521.965	27400.896	29411.736	29187.672	25019.486	19867.178	23248.54	19494.014	22022.373	25288.047	17628.81	
RhASF-10_1_1727	RhASF-10_1_1727 rank: D; PAC2 family [PF09754.14] (db=pfam)	RhASF-10_1_1727 rank: D; PAC2 family [PF09754.14] (db=pfam)		314			RhASF-10_1_1727 rank: D; PAC2 family [PF09754.14] (db=pfam)	1.0	0.999	6	54	54	54	22	17	13	0	2	0	22	17	13	0	2	0	22	17	13	0	2	0	241802.02	216922.27	241350.77	66393.06	22155.117	52150.945	59188.81	56344.26	60341.246	21269.533	23103.584	17327.832	
RhASF-10_1_1728	RhASF-10_1_1728 rank: C; NAD(P) transhydrogenase [EC:1.6.1.1] (db=kegg)	RhASF-10_1_1728 rank: C; NAD(P) transhydrogenase [EC:1.6.1.1] (db=kegg)		471			RhASF-10_1_1728 rank: C; NAD(P) transhydrogenase [EC:1.6.1.1] (db=kegg)	0.987	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	15682.263	9272.045	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_1729	RhASF-10_1_1729 rank: C; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306] (db=kegg)	RhASF-10_1_1729 rank: C; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306] (db=kegg)		361			RhASF-10_1_1729 rank: C; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306] (db=kegg)	1.0	0.999	20	622	622	622	101	113	100	94	112	102	101	113	100	94	112	102	101	113	100	94	112	102	4804150.0	4960841.5	5378642.5	6050318.5	4857995.0	6084873.0	890898.56	894280.56	917765.56	1028652.94	953660.44	1107043.4	
RhASF-10_1_173	RhASF-10_1_173 rank: D; YibE/F-like protein [PF07907.16] (db=pfam)	RhASF-10_1_173 rank: D; YibE/F-like protein [PF07907.16] (db=pfam)		453			RhASF-10_1_173 rank: D; YibE/F-like protein [PF07907.16] (db=pfam)	1.0	0.999	5	71	71	71	7	12	14	15	11	12	7	12	14	15	11	12	7	12	14	15	11	12	235774.78	135831.92	215649.72	179517.73	169772.42	208132.9	77037.2	78216.76	72905.63	81336.86	78172.266	99777.51	
RhASF-10_1_1730	RhASF-10_1_1730 rank: D; Metallo-beta-lactamase superfamily [PF00753.32]; ODP family beta lactamase [PF19583.4]; Metallo-beta-lactamase superfamily [PF14597.11]; Beta-lactamase superfamily domain [PF12706.12] (db=pfam)	RhASF-10_1_1730 rank: D; Metallo-beta-lactamase superfamily [PF00753.32]; ODP family beta lactamase [PF19583.4]; Metallo-beta-lactamase superfamily [PF14597.11]; Beta-lactamase superfamily domain [PF12706.12] (db=pfam)		210			RhASF-10_1_1730 rank: D; Metallo-beta-lactamase superfamily [PF00753.32]; ODP family beta lactamase [PF19583.4]; Metallo-beta-lactamase superfamily [PF14597.11]; Beta-lactamase superfamily domain [PF12706.12] (db=pfam)	1.0	0.999	5	73	73	73	8	12	13	14	11	15	8	12	13	14	11	15	8	12	13	14	11	15	704130.0	727093.06	705966.0	1233163.1	722414.25	1366485.2	319868.4	320308.75	329866.34	518276.22	425475.72	565347.44	
RhASF-10_1_1731	RhASF-10_1_1731 rank: D; Domain of unknown function (DUF5642) [PF18702.6] (db=pfam)	RhASF-10_1_1731 rank: D; Domain of unknown function (DUF5642) [PF18702.6] (db=pfam)		236			RhASF-10_1_1731 rank: D; Domain of unknown function (DUF5642) [PF18702.6] (db=pfam)	1.0	0.999	6	82	82	82	16	10	9	15	10	22	16	10	9	15	10	22	16	10	9	15	10	22	271900.44	249210.38	249286.98	322563.1	216294.02	335851.6	72898.55	67518.86	72284.43	87330.586	66638.23	85061.336	
RhASF-10_1_1733	RhASF-10_1_1733 rank: C; UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)	RhASF-10_1_1733 rank: C; UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)		326			RhASF-10_1_1733 rank: C; UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)	1.0	0.999	18	493	493	493	94	86	88	76	60	89	94	86	88	76	60	89	94	86	88	76	60	89	1936199.8	1913352.2	2002913.4	2084797.0	1539835.1	2182232.8	345535.34	340837.28	359719.16	387883.22	372847.03	398790.7	
RhASF-10_1_1734	RhASF-10_1_1734 rank: C; DtxR family transcriptional regulator, iron-dependent repressor (db=kegg)	RhASF-10_1_1734 rank: C; DtxR family transcriptional regulator, iron-dependent repressor (db=kegg)		228			RhASF-10_1_1734 rank: C; DtxR family transcriptional regulator, iron-dependent repressor (db=kegg)	1.0	0.999	21	496	496	496	84	88	84	72	86	82	84	88	84	72	86	82	84	88	84	72	86	82	3832535.5	4020738.0	3920410.8	3846636.0	3893173.5	3884443.5	579063.25	600179.7	583014.5	586960.75	660221.5	582038.44	
RhASF-10_1_1735	RhASF-10_1_1735 rank: C; acetoin utilization protein AcuC (db=kegg)	RhASF-10_1_1735 rank: C; acetoin utilization protein AcuC (db=kegg)		422			RhASF-10_1_1735 rank: C; acetoin utilization protein AcuC (db=kegg)	1.0	0.999	12	165	165	165	22	26	25	32	30	30	22	26	25	32	30	30	22	26	25	32	30	30	396379.34	419278.06	384823.03	881127.44	671883.25	1003195.56	77623.48	78287.39	81452.3	158756.83	95110.46	163105.17	
RhASF-10_1_1736	RhASF-10_1_1736 rank: C; acetate---CoA ligase (ADP-forming) [EC:6.2.1.13] (db=kegg)	RhASF-10_1_1736 rank: C; acetate---CoA ligase (ADP-forming) [EC:6.2.1.13] (db=kegg)		924			RhASF-10_1_1736 rank: C; acetate---CoA ligase (ADP-forming) [EC:6.2.1.13] (db=kegg)	1.0	0.999	27	342	342	342	42	53	43	74	59	71	42	53	43	74	59	71	42	53	43	74	59	71	672124.25	702863.75	663596.9	1563558.1	1177272.4	1538093.2	88275.44	93433.97	91363.07	175374.69	140851.44	185718.89	
RhASF-10_1_1737	RhASF-10_1_1737 rank: C; RNA polymerase nonessential primary-like sigma factor (db=kegg)	RhASF-10_1_1737 rank: C; RNA polymerase nonessential primary-like sigma factor (db=kegg)		323			RhASF-10_1_1737 rank: C; RNA polymerase nonessential primary-like sigma factor (db=kegg)	1.0	0.999	6	8	8	19	0	0	0	2	6	0	0	0	0	2	6	0	2	1	1	3	8	4	0.0	0.0	0.0	26650.967	230764.27	4725.505	0.0	0.0	0.0	48573.35	44612.902	0.0	
RhASF-10_1_1738	RhASF-10_1_1738 rank: D; Methyltransferase small domain [PF05175.19]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Mycolic acid cyclopropane synthetase [PF02353.25]; Methyltransferase domain [PF08241.17]; N-6 DNA Methylase [PF02384.21]; S-adenosylmethionine-dependent methyltransferase [PF10672.14]; Methyltransferase domain [PF13489.11] (db=pfam)	RhASF-10_1_1738 rank: D; Methyltransferase small domain [PF05175.19]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Mycolic acid cyclopropane synthetase [PF02353.25]; Methyltransferase domain [PF08241.17]; N-6 DNA Methylase [PF02384.21]; S-adenosylmethionine-dependent methyltransferase [PF10672.14]; Methyltransferase domain [PF13489.11] (db=pfam)		497			RhASF-10_1_1738 rank: D; Methyltransferase small domain [PF05175.19]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Mycolic acid cyclopropane synthetase [PF02353.25]; Methyltransferase domain [PF08241.17]; N-6 DNA Methylase [PF02384.21]; S-adenosylmethionine-dependent methyltransferase [PF10672.14]; Methyltransferase domain [PF13489.11] (db=pfam)	1.0	0.999	15	164	164	164	23	32	28	24	27	30	23	32	28	24	27	30	23	32	28	24	27	30	549070.8	623111.2	582692.2	560885.94	425528.47	652975.4	113768.49	111723.87	109787.73	121764.555	106457.53	119632.734	
RhASF-10_1_1739	RhASF-10_1_1739 rank: D; Protein of unknown function (DUF3099) [PF11298.13] (db=pfam)	RhASF-10_1_1739 rank: D; Protein of unknown function (DUF3099) [PF11298.13] (db=pfam)		122			RhASF-10_1_1739 rank: D; Protein of unknown function (DUF3099) [PF11298.13] (db=pfam)	0.9607	0.9969	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	5463.946	8795.532	6789.8438	0.0	13197.856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_174	RhASF-10_1_174 rank: C; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2] (db=kegg)	RhASF-10_1_174 rank: C; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2] (db=kegg)		416			RhASF-10_1_174 rank: C; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2] (db=kegg)	1.0	0.999	18	308	308	308	59	51	49	43	58	48	59	51	49	43	58	48	59	51	49	43	58	48	1867972.9	1821630.6	1893876.9	1794545.4	1530223.1	1829380.1	238663.94	232283.6	235033.0	238374.05	224401.5	242054.5	
RhASF-10_1_1740	RhASF-10_1_1740 rank: D; Protein of unknown function (DUF3039) [PF11238.13] (db=pfam)	RhASF-10_1_1740 rank: D; Protein of unknown function (DUF3039) [PF11238.13] (db=pfam)		78			RhASF-10_1_1740 rank: D; Protein of unknown function (DUF3039) [PF11238.13] (db=pfam)	0.9998	0.999	2	29	29	29	6	4	6	4	4	5	6	4	6	4	4	5	6	4	6	4	4	5	131522.53	103650.945	116256.29	93357.68	61008.535	94261.83	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_1741	RhASF-10_1_1741 rank: C; membrane protein (db=kegg)	RhASF-10_1_1741 rank: C; membrane protein (db=kegg)		370			RhASF-10_1_1741 rank: C; membrane protein (db=kegg)	1.0	0.999	3	26	26	26	6	5	5	2	3	5	6	5	5	2	3	5	6	5	5	2	3	5	126798.336	71235.32	74035.06	83327.58	46087.945	43903.14	56806.79	54358.582	55854.266	30236.578	30633.01	32190.006	
RhASF-10_1_1742	RhASF-10_1_1742 rank: D; Type III restriction enzyme, res subunit [PF04851.20]; DEAD/DEAH box helicase [PF00270.34] (db=pfam)	RhASF-10_1_1742 rank: D; Type III restriction enzyme, res subunit [PF04851.20]; DEAD/DEAH box helicase [PF00270.34] (db=pfam)		579			RhASF-10_1_1742 rank: D; Type III restriction enzyme, res subunit [PF04851.20]; DEAD/DEAH box helicase [PF00270.34] (db=pfam)	1.0	0.999	25	240	240	240	59	65	52	21	22	21	59	65	52	21	22	21	59	65	52	21	22	21	1058425.0	1000448.2	1055299.0	310275.84	264400.3	368386.97	102195.664	102120.88	102876.734	32667.754	35463.125	37251.098	
RhASF-10_1_1743	RhASF-10_1_1743 rank: E	RhASF-10_1_1743 rank: E		64			RhASF-10_1_1743 rank: E	1.0	0.999	3	33	33	33	10	5	5	5	3	5	10	5	5	5	3	5	10	5	5	5	3	5	481548.7	319796.28	306910.94	47503.562	46473.734	31995.37	297654.9	205543.5	191586.23	33498.027	31551.867	21314.18	
RhASF-10_1_1744	RhASF-10_1_1744 rank: C; inner membrane transporter RhtA (db=kegg)	RhASF-10_1_1744 rank: C; inner membrane transporter RhtA (db=kegg)		309			RhASF-10_1_1744 rank: C; inner membrane transporter RhtA (db=kegg)	1.0	0.999	2	14	14	14	2	2	2	4	2	2	2	2	2	4	2	2	2	2	2	4	2	2	20058.82	21335.928	18872.629	22669.715	12614.129	20546.68	10024.617	10867.604	10912.752	8906.821	0.0	11402.779	
RhASF-10_1_1745	RhASF-10_1_1745 rank: D; Protein of unknown function (DUF952) [PF06108.17] (db=pfam)	RhASF-10_1_1745 rank: D; Protein of unknown function (DUF952) [PF06108.17] (db=pfam)		100			RhASF-10_1_1745 rank: D; Protein of unknown function (DUF952) [PF06108.17] (db=pfam)	0.9998	0.999	2	25	25	25	3	0	1	7	8	6	3	0	1	7	8	6	3	0	1	7	8	6	28320.004	28164.393	26859.947	88105.695	79006.305	90915.94	23682.361	20932.29	23111.45	75048.87	56768.438	68416.02	
RhASF-10_1_1746	RhASF-10_1_1746 rank: C; RNA polymerase primary sigma factor (db=kegg)	RhASF-10_1_1746 rank: C; RNA polymerase primary sigma factor (db=kegg)		442			RhASF-10_1_1746 rank: C; RNA polymerase primary sigma factor (db=kegg)	1.0	0.999	21	465	454	465	86	77	87	70	72	73	84	76	86	69	70	69	86	77	87	70	72	73	4582010.0	5069752.0	4388240.5	4395366.5	3746711.8	4640007.5	704926.9	746025.8	650756.0	671599.7	655932.1	700309.5	
RhASF-10_1_1748	RhASF-10_1_1748 rank: C; polyphosphate glucokinase [EC:2.7.1.63] (db=kegg)	RhASF-10_1_1748 rank: C; polyphosphate glucokinase [EC:2.7.1.63] (db=kegg)		273			RhASF-10_1_1748 rank: C; polyphosphate glucokinase [EC:2.7.1.63] (db=kegg)	1.0	0.999	14	312	312	312	59	51	53	49	48	52	59	51	53	49	48	52	59	51	53	49	48	52	1426311.4	1295390.1	1398605.1	1588303.8	1464522.1	1681534.5	228009.52	202372.97	218702.97	259760.3	252476.05	249676.44	
RhASF-10_1_1749	RhASF-10_1_1749 rank: C; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25] (db=kegg)	RhASF-10_1_1749 rank: C; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25] (db=kegg)		278			RhASF-10_1_1749 rank: C; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25] (db=kegg)	1.0	0.999	7	76	76	76	11	12	14	17	12	10	11	12	14	17	12	10	11	12	14	17	12	10	403095.7	409087.5	485488.75	570096.9	470008.7	552870.6	131983.3	139927.6	133301.62	149400.53	186715.48	154651.22	
RhASF-10_1_175	RhASF-10_1_175 rank: D; SOS response associated peptidase (SRAP) [PF02586.19] (db=pfam)	RhASF-10_1_175 rank: D; SOS response associated peptidase (SRAP) [PF02586.19] (db=pfam)		245			RhASF-10_1_175 rank: D; SOS response associated peptidase (SRAP) [PF02586.19] (db=pfam)	1.0	0.999	11	98	98	98	14	12	13	20	19	20	14	12	13	20	19	20	14	12	13	20	19	20	254835.73	254408.69	214304.67	555272.25	511916.53	501518.97	71807.23	72624.04	64278.688	152428.66	120911.09	136756.88	
RhASF-10_1_1750	RhASF-10_1_1750 rank: D; LytR cell envelope-related transcriptional attenuator [PF13399.11] (db=pfam)	RhASF-10_1_1750 rank: D; LytR cell envelope-related transcriptional attenuator [PF13399.11] (db=pfam)		201			RhASF-10_1_1750 rank: D; LytR cell envelope-related transcriptional attenuator [PF13399.11] (db=pfam)	1.0	0.999	2	80	80	80	21	16	15	6	10	12	21	16	15	6	10	12	21	16	15	6	10	12	314057.3	236396.53	309956.53	188880.14	161098.28	149490.69	254390.0	198542.75	260394.28	127791.48	94414.54	87062.12	
RhASF-10_1_1751	RhASF-10_1_1751 rank: D; Domain of unknown function (DUF4193) [PF13834.11] (db=pfam)	RhASF-10_1_1751 rank: D; Domain of unknown function (DUF4193) [PF13834.11] (db=pfam)		100			RhASF-10_1_1751 rank: D; Domain of unknown function (DUF4193) [PF13834.11] (db=pfam)	1.0	0.999	9	381	381	381	101	80	69	42	41	48	101	80	69	42	41	48	101	80	69	42	41	48	4475063.0	3855491.5	3862376.5	1684294.6	1919938.9	1697326.2	1525127.5	1315255.0	1345554.9	698670.8	893282.4	754930.2	
RhASF-10_1_1752	RhASF-10_1_1752 rank: D; Protein of unknown function (DUF3093) [PF11292.13] (db=pfam)	RhASF-10_1_1752 rank: D; Protein of unknown function (DUF3093) [PF11292.13] (db=pfam)		220			RhASF-10_1_1752 rank: D; Protein of unknown function (DUF3093) [PF11292.13] (db=pfam)	1.0	0.999	5	52	52	52	8	9	8	10	11	6	8	9	8	10	11	6	8	9	8	10	11	6	391356.03	359959.97	395591.9	237799.8	271902.0	259441.31	146752.9	141473.2	146067.31	86561.23	97426.27	95637.94	
RhASF-10_1_1753	RhASF-10_1_1753 rank: C; dUTP diphosphatase [EC:3.6.1.23] (db=kegg)	RhASF-10_1_1753 rank: C; dUTP diphosphatase [EC:3.6.1.23] (db=kegg)		150			RhASF-10_1_1753 rank: C; dUTP diphosphatase [EC:3.6.1.23] (db=kegg)	1.0	0.999	9	85	85	85	12	12	14	11	22	14	12	12	14	11	22	14	12	12	14	11	22	14	378266.75	482926.88	495793.0	596073.25	522969.53	549323.0	107799.53	107454.96	110937.195	130751.37	153104.61	117096.14	
RhASF-10_1_1754	RhASF-10_1_1754 rank: D; Protein of unknown function (DUF3710) [PF12502.13] (db=pfam)	RhASF-10_1_1754 rank: D; Protein of unknown function (DUF3710) [PF12502.13] (db=pfam)		280			RhASF-10_1_1754 rank: D; Protein of unknown function (DUF3710) [PF12502.13] (db=pfam)	1.0	0.999	7	141	141	141	25	26	21	21	24	24	25	26	21	21	24	24	25	26	21	21	24	24	835844.3	804360.2	872872.75	916509.75	556315.25	906175.2	271925.12	248991.34	282003.44	253841.89	209797.88	277175.2	
RhASF-10_1_1755	RhASF-10_1_1755 rank: D; nan (db=pfam)	RhASF-10_1_1755 rank: D; nan (db=pfam)		245			RhASF-10_1_1755 rank: D; nan (db=pfam)	0.9998	0.999	2	10	10	10	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	19051.8	22534.713	23986.99	27615.521	23447.486	29523.512	0.0	0.0	0.0	17482.96	15182.41	19549.424	
RhASF-10_1_1756	RhASF-10_1_1756 rank: E	RhASF-10_1_1756 rank: E		125			RhASF-10_1_1756 rank: E	1.0	0.999	5	94	94	94	17	19	19	16	10	13	17	19	19	16	10	13	17	19	19	16	10	13	251971.25	243495.92	315219.94	221320.6	160696.55	186532.28	110745.63	118897.34	126115.44	93309.18	102237.27	96400.875	
RhASF-10_1_1757	RhASF-10_1_1757 rank: D; Protein of unknown function (DUF3159) [PF11361.13] (db=pfam)	RhASF-10_1_1757 rank: D; Protein of unknown function (DUF3159) [PF11361.13] (db=pfam)		248			RhASF-10_1_1757 rank: D; Protein of unknown function (DUF3159) [PF11361.13] (db=pfam)	0.987	0.999	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	18836.934	16638.98	14868.48	15787.213	17443.457	19751.484	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_1758	RhASF-10_1_1758 rank: C; trk/ktr system potassium uptake protein (db=kegg)	RhASF-10_1_1758 rank: C; trk/ktr system potassium uptake protein (db=kegg)		219			RhASF-10_1_1758 rank: C; trk/ktr system potassium uptake protein (db=kegg)	1.0	0.999	5	92	92	92	16	15	17	14	16	14	16	15	17	14	16	14	16	15	17	14	16	14	317531.38	331487.44	340560.12	306879.7	393193.75	348666.7	180591.11	192791.05	194977.19	191919.53	264333.03	217354.25	
RhASF-10_1_1759	RhASF-10_1_1759 rank: C; trk/ktr system potassium uptake protein (db=kegg)	RhASF-10_1_1759 rank: C; trk/ktr system potassium uptake protein (db=kegg)		216			RhASF-10_1_1759 rank: C; trk/ktr system potassium uptake protein (db=kegg)	1.0	0.999	13	205	205	205	36	34	38	30	37	30	36	34	38	30	37	30	36	34	38	30	37	30	1304315.2	1366352.0	1302341.5	1395721.2	1204248.5	1446761.9	292625.94	301451.44	294390.72	311183.25	312270.6	312975.0	
RhASF-10_1_1760	RhASF-10_1_1760 rank: D; Amino acid permease [PF13520.11]; Amino acid permease [PF00324.26] (db=pfam)	RhASF-10_1_1760 rank: D; Amino acid permease [PF13520.11]; Amino acid permease [PF00324.26] (db=pfam)		674			RhASF-10_1_1760 rank: D; Amino acid permease [PF13520.11]; Amino acid permease [PF00324.26] (db=pfam)	1.0	0.999	11	126	126	126	26	24	22	14	19	21	26	24	22	14	19	21	26	24	22	14	19	21	422626.47	426268.38	392003.75	411667.9	365809.12	435608.44	108532.66	106373.83	106355.73	93122.45	77254.1	101498.45	
RhASF-10_1_1761	RhASF-10_1_1761 rank: D; tRNA (Uracil-5-)-methyltransferase [PF05958.16]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24] (db=pfam)	RhASF-10_1_1761 rank: D; tRNA (Uracil-5-)-methyltransferase [PF05958.16]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24] (db=pfam)		423			RhASF-10_1_1761 rank: D; tRNA (Uracil-5-)-methyltransferase [PF05958.16]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24] (db=pfam)	1.0	0.999	10	121	121	121	22	17	16	21	27	18	22	17	16	21	27	18	22	17	16	21	27	18	345290.53	333864.53	384881.6	310284.28	263806.16	309773.2	88264.55	85247.66	88044.195	80551.01	71293.164	84991.625	
RhASF-10_1_1763	RhASF-10_1_1763 rank: D; CGNR zinc finger [PF11706.13]; Putative stress-induced transcription regulator [PF07336.16] (db=pfam)	RhASF-10_1_1763 rank: D; CGNR zinc finger [PF11706.13]; Putative stress-induced transcription regulator [PF07336.16] (db=pfam)		173			RhASF-10_1_1763 rank: D; CGNR zinc finger [PF11706.13]; Putative stress-induced transcription regulator [PF07336.16] (db=pfam)	0.987	0.999	3	17	17	17	3	5	7	1	0	1	3	5	7	1	0	1	3	5	7	1	0	1	26310.031	27590.143	29429.13	17271.361	7702.4805	23456.117	19712.898	20953.615	22809.41	0.0	0.0	11669.256	
RhASF-10_1_1764	RhASF-10_1_1764 rank: C; daunorubicin/doxorubicin transport system permease protein (db=kegg)	RhASF-10_1_1764 rank: C; daunorubicin/doxorubicin transport system permease protein (db=kegg)		279			RhASF-10_1_1764 rank: C; daunorubicin/doxorubicin transport system permease protein (db=kegg)	0.9997	0.999	1	7	7	7	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	15821.957	20251.06	18252.756	10430.547	8726.359	8706.377	0.0	16567.398	16024.092	0.0	0.0	0.0	
RhASF-10_1_1765	RhASF-10_1_1765 rank: C; daunorubicin/doxorubicin transport system ATP-binding protein (db=kegg)	RhASF-10_1_1765 rank: C; daunorubicin/doxorubicin transport system ATP-binding protein (db=kegg)		355			RhASF-10_1_1765 rank: C; daunorubicin/doxorubicin transport system ATP-binding protein (db=kegg)	1.0	0.999	11	106	106	106	28	26	18	8	15	11	28	26	18	8	15	11	28	26	18	8	15	11	296713.97	292343.47	266045.8	169765.62	142430.88	214581.42	61896.777	61557.91	54244.36	43055.242	40929.848	38786.44	
